date,time_slot,depot_name,total_trains_available,trains_in_service,trains_under_maintenance,ready_for_induction,average_turnaround_time_min,energy_consumption_kwh,fault_probability
2025-12-19,15:45:00,Muttom Yard,25,10,3,12,24,347,0.0375
2025-12-19,16:00:00,Aluva Depot,10,4,1,5,17,402,0.033
2025-12-19,16:00:00,Muttom Yard,25,10,2,13,24,397,0.018
2025-12-19,16:15:00,Aluva Depot,10,4,2,4,18,340,0.0382
2025-12-19,16:15:00,Muttom Yard,25,10,3,12,17,482,0.0445
2025-12-19,16:30:00,Aluva Depot,10,4,1,5,20,334,0.0296
2025-12-19,16:30:00,Muttom Yard,25,10,3,12,17,266,0.0403
2025-12-19,16:45:00,Aluva Depot,10,4,2,4,20,475,0.0223
2025-12-19,16:45:00,Muttom Yard,25,10,3,12,18,429,0.0256
2025-12-19,17:00:00,Aluva Depot,10,8,1,1,22,242,0.0168
2025-12-19,17:00:00,Muttom Yard,25,20,1,4,17,357,0.0138
2025-12-19,17:15:00,Aluva Depot,10,8,2,0,23,320,0.0219
2025-12-19,17:15:00,Muttom Yard,25,20,3,2,17,467,0.0244
2025-12-19,17:30:00,Aluva Depot,10,8,3,0,16,229,0.0407
2025-12-19,17:30:00,Muttom Yard,25,20,1,4,21,495,0.015
2025-12-19,17:45:00,Aluva Depot,10,8,3,0,19,330,0.0396
2025-12-19,17:45:00,Muttom Yard,25,20,2,3,21,329,0.0491
2025-12-19,18:00:00,Aluva Depot,10,8,1,1,24,329,0.0226
2025-12-19,18:00:00,Muttom Yard,25,20,3,2,17,321,0.0203
2025-12-19,18:15:00,Aluva Depot,10,8,3,0,24,413,0.036
2025-12-19,18:15:00,Muttom Yard,25,20,2,3,16,471,0.0441
2025-12-19,18:30:00,Aluva Depot,10,8,1,1,20,356,0.0254
2025-12-19,18:30:00,Muttom Yard,25,20,1,4,21,454,0.0322
2025-12-19,18:45:00,Aluva Depot,10,8,3,0,21,273,0.0243
2025-12-19,18:45:00,Muttom Yard,25,20,3,2,20,397,0.0124
2025-12-19,19:00:00,Aluva Depot,10,8,2,0,20,269,0.0262
2025-12-19,19:00:00,Muttom Yard,25,20,3,2,17,456,0.0187
2025-12-19,19:15:00,Aluva Depot,10,8,3,0,23,201,0.0367
2025-12-19,19:15:00,Muttom Yard,25,20,3,2,18,479,0.0282
2025-12-19,19:30:00,Aluva Depot,10,8,3,0,15,492,0.0358
2025-12-19,19:30:00,Muttom Yard,25,20,1,4,22,461,0.0182
2025-12-19,19:45:00,Aluva Depot,10,8,3,0,24,282,0.0235
2025-12-19,19:45:00,Muttom Yard,25,20,3,2,21,286,0.0153
2025-12-19,20:00:00,Aluva Depot,10,8,2,0,19,417,0.0151
2025-12-19,20:00:00,Muttom Yard,25,20,2,3,19,426,0.0489
2025-12-19,20:15:00,Aluva Depot,10,8,3,0,24,493,0.0144
2025-12-19,20:15:00,Muttom Yard,25,20,2,3,20,362,0.0397
2025-12-19,20:30:00,Aluva Depot,10,8,1,1,16,202,0.0221
2025-12-19,20:30:00,Muttom Yard,25,20,2,3,23,451,0.0219
2025-12-19,20:45:00,Aluva Depot,10,8,3,0,20,369,0.0369
2025-12-19,20:45:00,Muttom Yard,25,20,2,3,22,274,0.0358
2025-12-19,21:00:00,Aluva Depot,10,4,3,3,16,242,0.0289
2025-12-19,21:00:00,Muttom Yard,25,10,1,14,17,495,0.0151
2025-12-19,21:15:00,Aluva Depot,10,4,3,3,18,294,0.0164
2025-12-19,21:15:00,Muttom Yard,25,10,1,14,16,496,0.0247
2025-12-19,21:30:00,Aluva Depot,10,4,3,3,19,317,0.0438
2025-12-19,21:30:00,Muttom Yard,25,10,3,12,20,490,0.0114
2025-12-19,21:45:00,Aluva Depot,10,4,2,4,20,327,0.0491
2025-12-19,21:45:00,Muttom Yard,25,10,3,12,16,274,0.049
2025-12-19,22:00:00,Aluva Depot,10,4,1,5,23,384,0.0298
2025-12-19,22:00:00,Muttom Yard,25,10,1,14,19,249,0.0351
2025-12-19,22:15:00,Aluva Depot,10,4,1,5,16,323,0.0416
2025-12-19,22:15:00,Muttom Yard,25,10,3,12,22,303,0.0116
2025-12-19,22:30:00,Aluva Depot,10,4,1,5,22,205,0.0365
2025-12-19,22:30:00,Muttom Yard,25,10,1,14,18,387,0.0265
2025-12-19,22:45:00,Aluva Depot,10,4,2,4,20,347,0.0464
2025-12-19,22:45:00,Muttom Yard,25,10,3,12,18,481,0.0445
2025-12-19,23:00:00,Aluva Depot,10,4,1,5,23,346,0.0322
2025-12-19,23:00:00,Muttom Yard,25,10,2,13,21,496,0.0252
2025-12-20,05:30:00,Aluva Depot,10,4,3,3,16,384,0.0166
2025-12-20,05:30:00,Muttom Yard,25,10,1,14,19,401,0.0107
2025-12-20,05:45:00,Aluva Depot,10,4,2,4,23,490,0.0121
2025-12-20,05:45:00,Muttom Yard,25,10,2,13,15,293,0.0184
2025-12-20,06:00:00,Aluva Depot,10,4,1,5,16,345,0.0457
2025-12-20,06:00:00,Muttom Yard,25,10,2,13,16,375,0.0125
2025-12-20,06:15:00,Aluva Depot,10,4,2,4,23,466,0.047
2025-12-20,06:15:00,Muttom Yard,25,10,3,12,22,238,0.0137
2025-12-20,06:30:00,Aluva Depot,10,4,3,3,23,226,0.0452
2025-12-20,06:30:00,Muttom Yard,25,10,2,13,23,461,0.0292
2025-12-20,06:45:00,Aluva Depot,10,4,3,3,20,467,0.0456
2025-12-20,06:45:00,Muttom Yard,25,10,3,12,18,294,0.0448
2025-12-20,07:00:00,Aluva Depot,10,4,2,4,22,318,0.0314
2025-12-20,07:00:00,Muttom Yard,25,10,2,13,23,302,0.0492
2025-12-20,07:15:00,Aluva Depot,10,4,3,3,21,467,0.0229
2025-12-20,07:15:00,Muttom Yard,25,10,2,13,17,383,0.0336
2025-12-20,07:30:00,Aluva Depot,10,4,2,4,16,494,0.0231
2025-12-20,07:30:00,Muttom Yard,25,10,3,12,15,397,0.0244
2025-12-20,07:45:00,Aluva Depot,10,4,3,3,21,299,0.0427
2025-12-20,07:45:00,Muttom Yard,25,10,1,14,22,323,0.0342
2025-12-20,08:00:00,Aluva Depot,10,8,3,0,23,399,0.0185
2025-12-20,08:00:00,Muttom Yard,25,20,2,3,15,287,0.0167
2025-12-20,08:15:00,Aluva Depot,10,8,3,0,24,329,0.021
2025-12-20,08:15:00,Muttom Yard,25,20,2,3,22,227,0.039
2025-12-20,08:30:00,Aluva Depot,10,8,1,1,20,435,0.0102
2025-12-20,08:30:00,Muttom Yard,25,20,1,4,18,367,0.0308
2025-12-20,08:45:00,Aluva Depot,10,8,1,1,23,309,0.0272
2025-12-20,08:45:00,Muttom Yard,25,20,2,3,23,354,0.0406
2025-12-20,09:00:00,Aluva Depot,10,8,1,1,22,445,0.0444
2025-12-20,09:00:00,Muttom Yard,25,20,3,2,16,383,0.0167
2025-12-20,09:15:00,Aluva Depot,10,8,1,1,20,303,0.0295
2025-12-20,09:15:00,Muttom Yard,25,20,3,2,18,464,0.0411
2025-12-20,09:30:00,Aluva Depot,10,8,2,0,15,387,0.0415
2025-12-20,09:30:00,Muttom Yard,25,20,1,4,22,203,0.0408
2025-12-20,09:45:00,Aluva Depot,10,8,3,0,18,257,0.0436
2025-12-20,09:45:00,Muttom Yard,25,20,2,3,16,390,0.0237
2025-12-20,10:00:00,Aluva Depot,10,8,2,0,21,362,0.0367
2025-12-20,10:00:00,Muttom Yard,25,20,3,2,17,462,0.0387
2025-12-20,10:15:00,Aluva Depot,10,8,1,1,19,210,0.0234
2025-12-20,10:15:00,Muttom Yard,25,20,2,3,20,475,0.0495
2025-12-20,10:30:00,Aluva Depot,10,8,2,0,24,415,0.0343
2025-12-20,10:30:00,Muttom Yard,25,20,1,4,23,394,0.0107
2025-12-20,10:45:00,Aluva Depot,10,8,1,1,24,490,0.0397
2025-12-20,10:45:00,Muttom Yard,25,20,1,4,23,235,0.0215
2025-12-20,11:00:00,Aluva Depot,10,8,1,1,21,204,0.0247
2025-12-20,11:00:00,Muttom Yard,25,20,2,3,24,315,0.012
2025-12-20,11:15:00,Aluva Depot,10,8,1,1,23,474,0.0497
2025-12-20,11:15:00,Muttom Yard,25,20,3,2,15,482,0.0379
2025-12-20,11:30:00,Aluva Depot,10,8,2,0,24,413,0.0205
2025-12-20,11:30:00,Muttom Yard,25,20,3,2,21,464,0.0326
2025-12-20,11:45:00,Aluva Depot,10,8,1,1,15,469,0.0389
2025-12-20,11:45:00,Muttom Yard,25,20,1,4,16,213,0.0235
2025-12-20,12:00:00,Aluva Depot,10,4,2,4,15,413,0.0143
2025-12-20,12:00:00,Muttom Yard,25,10,1,14,19,209,0.049
2025-12-20,12:15:00,Aluva Depot,10,4,1,5,23,210,0.0424
2025-12-20,12:15:00,Muttom Yard,25,10,3,12,19,464,0.0125
2025-12-20,12:30:00,Aluva Depot,10,4,3,3,19,250,0.0156
2025-12-20,12:30:00,Muttom Yard,25,10,2,13,24,271,0.012
2025-12-20,12:45:00,Aluva Depot,10,4,1,5,20,299,0.0354
2025-12-20,12:45:00,Muttom Yard,25,10,2,13,19,336,0.0314
2025-12-20,13:00:00,Aluva Depot,10,4,3,3,18,293,0.0318
2025-12-20,13:00:00,Muttom Yard,25,10,3,12,22,435,0.0203
2025-12-20,13:15:00,Aluva Depot,10,4,1,5,16,211,0.0297
2025-12-20,13:15:00,Muttom Yard,25,10,3,12,18,203,0.0162
2025-12-20,13:30:00,Aluva Depot,10,4,2,4,18,453,0.0184
2025-12-20,13:30:00,Muttom Yard,25,10,1,14,17,277,0.0426
2025-12-20,13:45:00,Aluva Depot,10,4,3,3,20,290,0.0421
2025-12-20,13:45:00,Muttom Yard,25,10,3,12,22,491,0.0266
2025-12-20,14:00:00,Aluva Depot,10,4,2,4,20,456,0.0218
2025-12-20,14:00:00,Muttom Yard,25,10,3,12,22,377,0.0496
2025-12-20,14:15:00,Aluva Depot,10,4,3,3,23,380,0.0249
2025-12-20,14:15:00,Muttom Yard,25,10,1,14,15,211,0.024
2025-12-20,14:30:00,Aluva Depot,10,4,1,5,20,418,0.0146
2025-12-20,14:30:00,Muttom Yard,25,10,3,12,18,350,0.0489
2025-12-20,14:45:00,Aluva Depot,10,4,2,4,24,343,0.0473
2025-12-20,14:45:00,Muttom Yard,25,10,1,14,19,332,0.0337
2025-12-20,15:00:00,Aluva Depot,10,4,2,4,24,299,0.0364
2025-12-20,15:00:00,Muttom Yard,25,10,2,13,23,474,0.0302
2025-12-20,15:15:00,Aluva Depot,10,4,3,3,24,464,0.0485
2025-12-20,15:15:00,Muttom Yard,25,10,3,12,17,354,0.0238
2025-12-20,15:30:00,Aluva Depot,10,4,1,5,18,383,0.0176
2025-12-20,15:30:00,Muttom Yard,25,10,1,14,19,490,0.0437
2025-12-20,15:45:00,Aluva Depot,10,4,2,4,21,206,0.0202
2025-12-20,15:45:00,Muttom Yard,25,10,3,12,23,398,0.0345
2025-12-20,16:00:00,Aluva Depot,10,4,3,3,15,398,0.0392
2025-12-20,16:00:00,Muttom Yard,25,10,1,14,15,307,0.0383
2025-12-20,16:15:00,Aluva Depot,10,4,3,3,24,259,0.0451
2025-12-20,16:15:00,Muttom Yard,25,10,1,14,19,425,0.0151
2025-12-20,16:30:00,Aluva Depot,10,4,2,4,16,367,0.0493
2025-12-20,16:30:00,Muttom Yard,25,10,1,14,15,245,0.0117
2025-12-20,16:45:00,Aluva Depot,10,4,3,3,21,424,0.0278
2025-12-20,16:45:00,Muttom Yard,25,10,2,13,21,220,0.0474
2025-12-20,17:00:00,Aluva Depot,10,8,3,0,17,406,0.0373
2025-12-20,17:00:00,Muttom Yard,25,20,3,2,24,239,0.0352
2025-12-20,17:15:00,Aluva Depot,10,8,2,0,24,410,0.0387
2025-12-20,17:15:00,Muttom Yard,25,20,2,3,19,357,0.0217
2025-12-20,17:30:00,Aluva Depot,10,8,3,0,18,203,0.0388
2025-12-20,17:30:00,Muttom Yard,25,20,2,3,17,447,0.0311
2025-12-20,17:45:00,Aluva Depot,10,8,3,0,15,308,0.0425
2025-12-20,17:45:00,Muttom Yard,25,20,1,4,23,254,0.0329
2025-12-20,18:00:00,Aluva Depot,10,8,1,1,19,241,0.0347
2025-12-20,18:00:00,Muttom Yard,25,20,3,2,15,394,0.0391
2025-12-20,18:15:00,Aluva Depot,10,8,1,1,24,377,0.0213
2025-12-20,18:15:00,Muttom Yard,25,20,3,2,24,236,0.0161
2025-12-20,18:30:00,Aluva Depot,10,8,3,0,17,361,0.0126
2025-12-20,18:30:00,Muttom Yard,25,20,2,3,23,246,0.0281
2025-12-20,18:45:00,Aluva Depot,10,8,3,0,19,494,0.0251
2025-12-20,18:45:00,Muttom Yard,25,20,1,4,20,453,0.0283
2025-12-20,19:00:00,Aluva Depot,10,8,1,1,21,305,0.0439
2025-12-20,19:00:00,Muttom Yard,25,20,2,3,22,407,0.0445
2025-12-20,19:15:00,Aluva Depot,10,8,3,0,19,408,0.0304
2025-12-20,19:15:00,Muttom Yard,25,20,2,3,17,314,0.0107
2025-12-20,19:30:00,Aluva Depot,10,8,2,0,19,305,0.0495
2025-12-20,19:30:00,Muttom Yard,25,20,3,2,19,308,0.0196
2025-12-20,19:45:00,Aluva Depot,10,8,2,0,21,210,0.02
2025-12-20,19:45:00,Muttom Yard,25,20,3,2,15,295,0.0151
2025-12-20,20:00:00,Aluva Depot,10,8,1,1,18,372,0.0153
2025-12-20,20:00:00,Muttom Yard,25,20,3,2,20,377,0.0212
2025-12-20,20:15:00,Aluva Depot,10,8,2,0,19,233,0.042
2025-12-20,20:15:00,Muttom Yard,25,20,2,3,23,218,0.0266
2025-12-20,20:30:00,Aluva Depot,10,8,1,1,24,425,0.04
2025-12-20,20:30:00,Muttom Yard,25,20,3,2,17,202,0.0429
2025-12-20,20:45:00,Aluva Depot,10,8,3,0,15,343,0.0406
2025-12-20,20:45:00,Muttom Yard,25,20,3,2,16,419,0.0422
2025-12-20,21:00:00,Aluva Depot,10,4,2,4,16,349,0.0261
2025-12-20,21:00:00,Muttom Yard,25,10,1,14,16,406,0.0295
2025-12-20,21:15:00,Aluva Depot,10,4,1,5,19,461,0.0385
2025-12-20,21:15:00,Muttom Yard,25,10,3,12,16,284,0.0447
2025-12-20,21:30:00,Aluva Depot,10,4,1,5,19,240,0.0338
2025-12-20,21:30:00,Muttom Yard,25,10,1,14,17,226,0.0368
2025-12-20,21:45:00,Aluva Depot,10,4,2,4,18,218,0.0224
2025-12-20,21:45:00,Muttom Yard,25,10,3,12,21,488,0.0475
2025-12-20,22:00:00,Aluva Depot,10,4,2,4,21,465,0.0251
2025-12-20,22:00:00,Muttom Yard,25,10,3,12,17,389,0.0494
2025-12-20,22:15:00,Aluva Depot,10,4,3,3,15,238,0.0446
2025-12-20,22:15:00,Muttom Yard,25,10,3,12,17,462,0.0168
2025-12-20,22:30:00,Aluva Depot,10,4,3,3,20,461,0.0228
2025-12-20,22:30:00,Muttom Yard,25,10,1,14,21,404,0.0411
2025-12-20,22:45:00,Aluva Depot,10,4,1,5,23,331,0.0439
2025-12-20,22:45:00,Muttom Yard,25,10,3,12,20,474,0.0257
2025-12-20,23:00:00,Aluva Depot,10,4,1,5,22,439,0.0381
2025-12-20,23:00:00,Muttom Yard,25,10,1,14,22,315,0.0165
2025-12-21,05:30:00,Aluva Depot,10,4,2,4,22,222,0.0196
2025-12-21,05:30:00,Muttom Yard,25,10,3,12,20,401,0.038
2025-12-21,05:45:00,Aluva Depot,10,4,3,3,21,300,0.0414
2025-12-21,05:45:00,Muttom Yard,25,10,2,13,18,401,0.0468
2025-12-21,06:00:00,Aluva Depot,10,4,1,5,19,497,0.0159
2025-12-21,06:00:00,Muttom Yard,25,10,1,14,18,494,0.039
2025-12-21,06:15:00,Aluva Depot,10,4,3,3,22,480,0.0203
2025-12-21,06:15:00,Muttom Yard,25,10,1,14,16,235,0.0495
2025-12-21,06:30:00,Aluva Depot,10,4,3,3,22,230,0.0104
2025-12-21,06:30:00,Muttom Yard,25,10,2,13,23,346,0.0167
2025-12-21,06:45:00,Aluva Depot,10,4,1,5,15,386,0.0484
2025-12-21,06:45:00,Muttom Yard,25,10,2,13,21,301,0.0494
2025-12-21,07:00:00,Aluva Depot,10,4,3,3,17,392,0.0443
2025-12-21,07:00:00,Muttom Yard,25,10,2,13,15,297,0.0285
2025-12-21,07:15:00,Aluva Depot,10,4,1,5,19,263,0.0155
2025-12-21,07:15:00,Muttom Yard,25,10,2,13,21,372,0.0276
2025-12-21,07:30:00,Aluva Depot,10,4,2,4,24,441,0.0398
2025-12-21,07:30:00,Muttom Yard,25,10,2,13,20,379,0.0393
2025-12-21,07:45:00,Aluva Depot,10,4,2,4,15,262,0.0295
2025-12-21,07:45:00,Muttom Yard,25,10,1,14,23,460,0.038
2025-12-21,08:00:00,Aluva Depot,10,8,1,1,17,259,0.0287
2025-12-21,08:00:00,Muttom Yard,25,20,1,4,18,470,0.049
2025-12-21,08:15:00,Aluva Depot,10,8,1,1,22,390,0.031
2025-12-21,08:15:00,Muttom Yard,25,20,2,3,22,280,0.0343
2025-12-21,08:30:00,Aluva Depot,10,8,3,0,18,351,0.0189
2025-12-21,08:30:00,Muttom Yard,25,20,2,3,22,218,0.0344
2025-12-21,08:45:00,Aluva Depot,10,8,3,0,24,398,0.0413
2025-12-21,08:45:00,Muttom Yard,25,20,3,2,22,352,0.0449
2025-12-21,09:00:00,Aluva Depot,10,8,1,1,24,205,0.0453
2025-12-21,09:00:00,Muttom Yard,25,20,2,3,20,349,0.0113
2025-12-21,09:15:00,Aluva Depot,10,8,2,0,15,245,0.0443
2025-12-21,09:15:00,Muttom Yard,25,20,2,3,22,307,0.0229
2025-12-21,09:30:00,Aluva Depot,10,8,2,0,23,413,0.05
2025-12-21,09:30:00,Muttom Yard,25,20,1,4,17,394,0.0159
2025-12-21,09:45:00,Aluva Depot,10,8,3,0,15,401,0.0232
2025-12-21,09:45:00,Muttom Yard,25,20,1,4,24,358,0.0415
2025-12-21,10:00:00,Aluva Depot,10,8,2,0,17,224,0.0358
2025-12-21,10:00:00,Muttom Yard,25,20,1,4,17,433,0.0118
2025-12-21,10:15:00,Aluva Depot,10,8,2,0,24,207,0.0275
2025-12-21,10:15:00,Muttom Yard,25,20,1,4,24,259,0.0499
2025-12-21,10:30:00,Aluva Depot,10,8,2,0,19,409,0.0157
2025-12-21,10:30:00,Muttom Yard,25,20,3,2,15,377,0.0349
2025-12-21,10:45:00,Aluva Depot,10,8,1,1,23,414,0.0238
2025-12-21,10:45:00,Muttom Yard,25,20,1,4,20,231,0.0237
2025-12-21,11:00:00,Aluva Depot,10,8,1,1,21,310,0.0401
2025-12-21,11:00:00,Muttom Yard,25,20,1,4,19,360,0.0408
2025-12-21,11:15:00,Aluva Depot,10,8,2,0,16,379,0.0356
2025-12-21,11:15:00,Muttom Yard,25,20,1,4,18,431,0.0267
2025-12-21,11:30:00,Aluva Depot,10,8,1,1,21,252,0.0165
2025-12-21,11:30:00,Muttom Yard,25,20,1,4,20,412,0.0359
2025-12-21,11:45:00,Aluva Depot,10,8,2,0,15,441,0.0291
2025-12-21,11:45:00,Muttom Yard,25,20,3,2,22,497,0.0374
2025-12-21,12:00:00,Aluva Depot,10,4,1,5,22,458,0.022
2025-12-21,12:00:00,Muttom Yard,25,10,3,12,21,304,0.0285
2025-12-21,12:15:00,Aluva Depot,10,4,2,4,19,410,0.0214
2025-12-21,12:15:00,Muttom Yard,25,10,3,12,18,345,0.0211
2025-12-21,12:30:00,Aluva Depot,10,4,3,3,24,439,0.0205
2025-12-21,12:30:00,Muttom Yard,25,10,1,14,21,233,0.0109
2025-12-21,12:45:00,Aluva Depot,10,4,1,5,17,343,0.0225
2025-12-21,12:45:00,Muttom Yard,25,10,2,13,23,340,0.0477
2025-12-21,13:00:00,Aluva Depot,10,4,3,3,16,255,0.0322
2025-12-21,13:00:00,Muttom Yard,25,10,1,14,22,227,0.0144
2025-12-21,13:15:00,Aluva Depot,10,4,3,3,17,453,0.0267
2025-12-21,13:15:00,Muttom Yard,25,10,1,14,20,398,0.0145
2025-12-21,13:30:00,Aluva Depot,10,4,1,5,20,249,0.0425
2025-12-21,13:30:00,Muttom Yard,25,10,3,12,15,409,0.049
2025-12-21,13:45:00,Aluva Depot,10,4,2,4,18,474,0.0196
2025-12-21,13:45:00,Muttom Yard,25,10,3,12,23,409,0.0499
2025-12-21,14:00:00,Aluva Depot,10,4,2,4,24,320,0.0373
2025-12-21,14:00:00,Muttom Yard,25,10,2,13,16,205,0.035
2025-12-21,14:15:00,Aluva Depot,10,4,1,5,23,206,0.0473
2025-12-21,14:15:00,Muttom Yard,25,10,1,14,24,411,0.0488
2025-12-21,14:30:00,Aluva Depot,10,4,1,5,23,408,0.0466
2025-12-21,14:30:00,Muttom Yard,25,10,1,14,22,485,0.0369
2025-12-21,14:45:00,Aluva Depot,10,4,1,5,21,248,0.0225
2025-12-21,14:45:00,Muttom Yard,25,10,1,14,18,224,0.0159
2025-12-21,15:00:00,Aluva Depot,10,4,3,3,17,297,0.0455
2025-12-21,15:00:00,Muttom Yard,25,10,1,14,18,252,0.0288
2025-12-21,15:15:00,Aluva Depot,10,4,3,3,17,404,0.0226
2025-12-21,15:15:00,Muttom Yard,25,10,3,12,19,326,0.0489
2025-12-21,15:30:00,Aluva Depot,10,4,3,3,23,243,0.0455
2025-12-21,15:30:00,Muttom Yard,25,10,2,13,24,202,0.0278
2025-12-21,15:45:00,Aluva Depot,10,4,3,3,22,356,0.018
2025-12-21,15:45:00,Muttom Yard,25,10,1,14,17,457,0.0272
2025-12-21,16:00:00,Aluva Depot,10,4,1,5,24,297,0.0448
2025-12-21,16:00:00,Muttom Yard,25,10,2,13,19,293,0.0252
2025-12-21,16:15:00,Aluva Depot,10,4,2,4,21,358,0.0241
2025-12-21,16:15:00,Muttom Yard,25,10,2,13,21,383,0.0298
2025-12-21,16:30:00,Aluva Depot,10,4,1,5,24,356,0.0222
2025-12-21,16:30:00,Muttom Yard,25,10,2,13,23,478,0.0334
2025-12-21,16:45:00,Aluva Depot,10,4,1,5,23,483,0.0424
2025-12-21,16:45:00,Muttom Yard,25,10,1,14,17,396,0.0433
2025-12-21,17:00:00,Aluva Depot,10,8,3,0,24,388,0.0309
2025-12-21,17:00:00,Muttom Yard,25,20,3,2,17,355,0.0493
2025-12-21,17:15:00,Aluva Depot,10,8,3,0,17,215,0.0282
2025-12-21,17:15:00,Muttom Yard,25,20,1,4,18,201,0.0223
2025-12-21,17:30:00,Aluva Depot,10,8,3,0,21,460,0.0386
2025-12-21,17:30:00,Muttom Yard,25,20,1,4,16,216,0.0188
2025-12-21,17:45:00,Aluva Depot,10,8,1,1,23,241,0.0115
2025-12-21,17:45:00,Muttom Yard,25,20,1,4,24,482,0.0331
2025-12-21,18:00:00,Aluva Depot,10,8,2,0,19,337,0.0261
2025-12-21,18:00:00,Muttom Yard,25,20,3,2,22,319,0.0471
2025-12-21,18:15:00,Aluva Depot,10,8,1,1,22,213,0.0443
2025-12-21,18:15:00,Muttom Yard,25,20,2,3,21,379,0.0181
2025-12-21,18:30:00,Aluva Depot,10,8,3,0,20,290,0.0436
2025-12-21,18:30:00,Muttom Yard,25,20,3,2,19,485,0.0111
2025-12-21,18:45:00,Aluva Depot,10,8,3,0,18,201,0.0239
2025-12-21,18:45:00,Muttom Yard,25,20,2,3,17,442,0.013
2025-12-21,19:00:00,Aluva Depot,10,8,1,1,20,262,0.0169
2025-12-21,19:00:00,Muttom Yard,25,20,1,4,21,232,0.0295
2025-12-21,19:15:00,Aluva Depot,10,8,3,0,23,302,0.0192
2025-12-21,19:15:00,Muttom Yard,25,20,3,2,24,314,0.0192
2025-12-21,19:30:00,Aluva Depot,10,8,1,1,21,202,0.0323
2025-12-21,19:30:00,Muttom Yard,25,20,2,3,19,480,0.0414
2025-12-21,19:45:00,Aluva Depot,10,8,2,0,16,333,0.0201
2025-12-21,19:45:00,Muttom Yard,25,20,3,2,24,313,0.0234
2025-12-21,20:00:00,Aluva Depot,10,8,2,0,18,301,0.0297
2025-12-21,20:00:00,Muttom Yard,25,20,2,3,22,351,0.0312
2025-12-21,20:15:00,Aluva Depot,10,8,3,0,18,309,0.0372
2025-12-21,20:15:00,Muttom Yard,25,20,1,4,20,385,0.031
2025-12-21,20:30:00,Aluva Depot,10,8,3,0,18,423,0.0455
2025-12-21,20:30:00,Muttom Yard,25,20,1,4,15,215,0.0404
2025-12-21,20:45:00,Aluva Depot,10,8,3,0,22,429,0.0111
2025-12-21,20:45:00,Muttom Yard,25,20,3,2,22,440,0.048
2025-12-21,21:00:00,Aluva Depot,10,4,3,3,19,478,0.0115
2025-12-21,21:00:00,Muttom Yard,25,10,2,13,16,326,0.0215
2025-12-21,21:15:00,Aluva Depot,10,4,1,5,19,211,0.0377
2025-12-21,21:15:00,Muttom Yard,25,10,3,12,15,330,0.0257
2025-12-21,21:30:00,Aluva Depot,10,4,1,5,17,480,0.0425
2025-12-21,21:30:00,Muttom Yard,25,10,3,12,16,483,0.037
2025-12-21,21:45:00,Aluva Depot,10,4,3,3,15,226,0.021
2025-12-21,21:45:00,Muttom Yard,25,10,3,12,21,381,0.0201
2025-12-21,22:00:00,Aluva Depot,10,4,1,5,22,421,0.0482
2025-12-21,22:00:00,Muttom Yard,25,10,2,13,21,416,0.049
2025-12-21,22:15:00,Aluva Depot,10,4,1,5,16,492,0.0411
2025-12-21,22:15:00,Muttom Yard,25,10,3,12,18,346,0.0206
2025-12-21,22:30:00,Aluva Depot,10,4,2,4,19,270,0.0296
2025-12-21,22:30:00,Muttom Yard,25,10,3,12,18,375,0.0289
2025-12-21,22:45:00,Aluva Depot,10,4,3,3,20,464,0.0167
2025-12-21,22:45:00,Muttom Yard,25,10,2,13,15,242,0.0352
2025-12-21,23:00:00,Aluva Depot,10,4,1,5,20,332,0.0117
2025-12-21,23:00:00,Muttom Yard,25,10,1,14,24,430,0.0368
2025-12-22,05:30:00,Aluva Depot,10,4,2,4,17,299,0.0292
2025-12-22,05:30:00,Muttom Yard,25,10,3,12,22,225,0.0187
2025-12-22,05:45:00,Aluva Depot,10,4,2,4,24,306,0.0319
2025-12-22,05:45:00,Muttom Yard,25,10,3,12,21,267,0.035
2025-12-22,06:00:00,Aluva Depot,10,4,2,4,17,336,0.0317
2025-12-22,06:00:00,Muttom Yard,25,10,1,14,18,414,0.0271
2025-12-22,06:15:00,Aluva Depot,10,4,2,4,22,415,0.0109
2025-12-22,06:15:00,Muttom Yard,25,10,2,13,24,491,0.0309
2025-12-22,06:30:00,Aluva Depot,10,4,1,5,16,373,0.0359
2025-12-22,06:30:00,Muttom Yard,25,10,3,12,16,320,0.0391
2025-12-22,06:45:00,Aluva Depot,10,4,2,4,22,464,0.0465
2025-12-22,06:45:00,Muttom Yard,25,10,2,13,18,477,0.0443
2025-12-22,07:00:00,Aluva Depot,10,4,2,4,16,282,0.029
2025-12-22,07:00:00,Muttom Yard,25,10,1,14,18,207,0.0379
2025-12-22,07:15:00,Aluva Depot,10,4,3,3,17,374,0.0351
2025-12-22,07:15:00,Muttom Yard,25,10,2,13,24,443,0.046
2025-12-22,07:30:00,Aluva Depot,10,4,1,5,22,252,0.0119
2025-12-22,07:30:00,Muttom Yard,25,10,1,14,21,278,0.0358
2025-12-22,07:45:00,Aluva Depot,10,4,3,3,21,221,0.0125
2025-12-22,07:45:00,Muttom Yard,25,10,3,12,17,458,0.0428
2025-12-22,08:00:00,Aluva Depot,10,8,3,0,21,283,0.0404
2025-12-22,08:00:00,Muttom Yard,25,20,3,2,21,271,0.0448
2025-12-22,08:15:00,Aluva Depot,10,8,1,1,18,270,0.0435
2025-12-22,08:15:00,Muttom Yard,25,20,1,4,21,477,0.0265
